PLUS,McMullen,State,Locality,Name,Type,Found_Date,First_Ref,Latest_Ref,Cess_Date,ED_for_Size,Size_at_ED,LD_for_Size,Size_at_LD,objectid,object_thumb,object_location,reference_url
"950","6187","RI","Smithfield","Wionkheige Library","Socl","","1842","1842","","","0","","0","rec942","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06187/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06187/full/full/0/default.jpg","http://localhost:4000/items/rec942.html"
"952","95022","RI","South Kingstown","Narragansett Library","Socl","","1861","1861","","","0","","0","rec944","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95022/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95022/full/full/0/default.jpg","http://localhost:4000/items/rec944.html"
"957","95024","RI","Warwick","Union Library Association","Socl","","1852","1852","","","0","","0","rec949","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95024/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95024/full/full/0/default.jpg","http://localhost:4000/items/rec949.html"
"973","308","CT","Ashford","Eastford Library Co.","Socl","","1813","1822","","","0","","0","rec965","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00308/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00308/full/full/0/default.jpg","http://localhost:4000/items/rec965.html"
"974","309","CT","Ashford","Social Library","Socl","","1813","1813","","","0","","0","rec966","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00309/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00309/full/full/0/default.jpg","http://localhost:4000/items/rec966.html"
"975","310","CT","Avon","Northington Public Library","Socl","","1798","1798","","","0","","0","rec967","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00310/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00310/full/full/0/default.jpg","http://localhost:4000/items/rec967.html"
"983","321","CT","Bolton","Second Social Library","Socl","","1806","1806","","1806","120","1806","120","rec975","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00321/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00321/full/full/0/default.jpg","http://localhost:4000/items/rec975.html"
"984","322","CT","Bolton","Social Library","Socl","","1806","1806","","1806","120","1806","120","rec976","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00322/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00322/full/full/0/default.jpg","http://localhost:4000/items/rec976.html"
"986","12036","CT","Branford","Unnamed Library","Socl","","1840","1858","","","0","","0","rec978","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12036/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12036/full/full/0/default.jpg","http://localhost:4000/items/rec978.html"
"988","326","CT","Bridgeport","Golden Hill Library","Socl","","1858","1859","","","0","","0","rec980","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00326/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00326/full/full/0/default.jpg","http://localhost:4000/items/rec980.html"
"991","332","CT","Bristol","New Cambridge Reformed Library","Socl","","1785","","1816","","0","","0","rec983","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00332/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00332/full/full/0/default.jpg","http://localhost:4000/items/rec983.html"
"999","343","CT","Burlington","Second Social Library","Socl","","1818","1818","","","0","","0","rec991","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00343/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00343/full/full/0/default.jpg","http://localhost:4000/items/rec991.html"
"1000","344","CT","Burlington","Social Library","Socl","","1818","1819","","","0","","0","rec992","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00344/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00344/full/full/0/default.jpg","http://localhost:4000/items/rec992.html"
"1001","346","CT","Canterbury","Social Library Company","Socl","","1814","1824","","","0","","0","rec993","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00346/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00346/full/full/0/default.jpg","http://localhost:4000/items/rec993.html"
"1017","361","CT","Columbia","Social Library","Socl","","1809","1809","","1809","162","1809","162","rec1009","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00361/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00361/full/full/0/default.jpg","http://localhost:4000/items/rec1009.html"
"1021","365","CT","Cornwall","Social Society Library","Socl","","1839","","1839","","0","","0","rec1013","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00365/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00365/full/full/0/default.jpg","http://localhost:4000/items/rec1013.html"
"1062","421","CT","Goshen","New Library Company","Socl","","1799","1802","","1802","200","1802","200","rec1054","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00421/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00421/full/full/0/default.jpg","http://localhost:4000/items/rec1054.html"
"1063","422","CT","Goshen","Second Social Library","Socl","","1802","1802","","1802","50","1802","50","rec1055","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00422/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00422/full/full/0/default.jpg","http://localhost:4000/items/rec1055.html"
"1065","424","CT","Goshen","Social Library","Socl","","1802","1802","","1802","50","1802","50","rec1057","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00424/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00424/full/full/0/default.jpg","http://localhost:4000/items/rec1057.html"
"1069","428","CT","Greens Farms","Social Library","Socl","","1779","1818","","1818","80","1818","80","rec1061","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00428/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00428/full/full/0/default.jpg","http://localhost:4000/items/rec1061.html"
"1079","440","CT","Haddam","Haddam Library","Socl","","1858","1859","","","0","","0","rec1071","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00440/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00440/full/full/0/default.jpg","http://localhost:4000/items/rec1071.html"
"1082","444","CT","Hamden","Social Library","Socl","","1815","1815","","1815","25","1815","25","rec1074","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00444/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00444/full/full/0/default.jpg","http://localhost:4000/items/rec1074.html"
"1085","447","CT","Hampton","Library Assoc.","Socl","","1875","1875","","1875","480","1875","480","rec1077","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00447/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00447/full/full/0/default.jpg","http://localhost:4000/items/rec1077.html"
"1086","448","CT","Hartford","American Library","Socl","","1858","1859","","","0","","0","rec1078","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00448/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00448/full/full/0/default.jpg","http://localhost:4000/items/rec1078.html"
"1095","477","CT","Killingly","Fourth Social Library","Socl","","1819","1819","","","0","","0","rec1087","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00477/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00477/full/full/0/default.jpg","http://localhost:4000/items/rec1087.html"
"1096","478","CT","Killingly","Second Social Library","Socl","","1807","1807","","","0","","0","rec1088","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00478/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00478/full/full/0/default.jpg","http://localhost:4000/items/rec1088.html"
"1098","481","CT","Killingly","Third Social Library","Socl","","1807","1807","","","0","","0","rec1090","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00481/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00481/full/full/0/default.jpg","http://localhost:4000/items/rec1090.html"
"1128","526","CT","New Britain","New Britain Library Association","Socl","","1791","","1825","","0","","0","rec1119","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00526/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00526/full/full/0/default.jpg","http://localhost:4000/items/rec1119.html"
"1130","531","CT","New Hartford","Social Library","Socl","","1815","1815","","","0","","0","rec1121","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00531/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00531/full/full/0/default.jpg","http://localhost:4000/items/rec1121.html"
"1142","568","CT","Norfolk","Norfolk Library","Socl","","1858","1858","","","0","","0","rec1133","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00568/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00568/full/full/0/default.jpg","http://localhost:4000/items/rec1133.html"
"1145","572","CT","North Guilford","Second Social Library","Socl","","1838","1838","","","0","","0","rec1136","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00572/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00572/full/full/0/default.jpg","http://localhost:4000/items/rec1136.html"
"1147","574","CT","North Guilford","Social Library","Socl","","1838","1838","","1838","100","1838","100","rec1138","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00574/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00574/full/full/0/default.jpg","http://localhost:4000/items/rec1138.html"
"1148","575","CT","North Haven","North Haven Library","Socl","","1810","1810","","","0","","0","rec1139","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00575/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00575/full/full/0/default.jpg","http://localhost:4000/items/rec1139.html"
"1153","580","CT","Northford","Library Society","Socl","","1814","1814","","1814","60","1814","160","rec1144","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00580/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00580/full/full/0/default.jpg","http://localhost:4000/items/rec1144.html"
"1170","603","CT","Putnam","Putnam Library Assoc.","Socl","","1858","1859","","","0","","0","rec1161","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00603/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00603/full/full/0/default.jpg","http://localhost:4000/items/rec1161.html"
"1192","631","CT","Sterling","Social Library","Socl","","1808","1808","","","0","","0","rec1183","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00631/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00631/full/full/0/default.jpg","http://localhost:4000/items/rec1183.html"
"1197","637","CT","Stratford","Social Library","Socl","","1818","1818","","","0","","0","rec1188","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00637/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00637/full/full/0/default.jpg","http://localhost:4000/items/rec1188.html"
"1207","650","CT","Wallingford","Social Library","Socl","","1818","1818","","1818","228","1818","228","rec1198","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00650/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00650/full/full/0/default.jpg","http://localhost:4000/items/rec1198.html"
"1217","662","CT","West Greenwich","Second Social Library","Socl","","1806","1806","","","0","","0","rec1208","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00662/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00662/full/full/0/default.jpg","http://localhost:4000/items/rec1208.html"
"1218","663","CT","West Greenwich","Social Library","Socl","","1806","1806","","","0","","0","rec1209","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00663/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00663/full/full/0/default.jpg","http://localhost:4000/items/rec1209.html"
"1219","664","CT","West Greenwich","Third Social Library","Socl","","1806","1806","","","0","","0","rec1210","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00664/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00664/full/full/0/default.jpg","http://localhost:4000/items/rec1210.html"
"1220","12049","CT","West Hartford","West Hartford Social Library","Socl","","1812","1812","","","0","","0","rec1211","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12049/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12049/full/full/0/default.jpg","http://localhost:4000/items/rec1211.html"
"1240","692","CT","Windham","Library in First Society","Socl","","1795","","1798","","0","","0","rec1230","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00692/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00692/full/full/0/default.jpg","http://localhost:4000/items/rec1230.html"
"1256","95026","CT","Woodstock","Woodstock Social Library","Socl","","1845","1845","","","0","","0","rec1246","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95026/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95026/full/full/0/default.jpg","http://localhost:4000/items/rec1246.html"
"1259","4334","NY","Albion","Circulating Library","Socl","","1875","1875","","1875","1225","1875","1225","rec1249","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04334/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04334/full/full/0/default.jpg","http://localhost:4000/items/rec1249.html"
"1264","558","NY","Beacon","Howland Circ. Library Company","Socl","","1872","1872","","","0","","0","rec1254","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00558/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00558/full/full/0/default.jpg","http://localhost:4000/items/rec1254.html"
"1269","42070","NY","Bridgehampton","Bridgehampton Library","Socl","","1793","1793","","","0","","0","rec1259","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42070/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42070/full/full/0/default.jpg","http://localhost:4000/items/rec1259.html"
"1282","4433","NY","Catskill","Catskill Library","Socl","","1858","1858","","","0","","0","rec1272","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04433/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04433/full/full/0/default.jpg","http://localhost:4000/items/rec1272.html"
"1287","95028","NY","Cooperstown","Franklin Library","Socl","","","","","","0","","0","rec1277","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95028/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95028/full/full/0/default.jpg","http://localhost:4000/items/rec1277.html"
"1296","4479","NY","Fordham","Free Library","Socl","","1858","1859","","","0","","0","rec1286","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04479/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04479/full/full/0/default.jpg","http://localhost:4000/items/rec1286.html"
"1297","12566","NY","Geneseo","Geneseo Library","Socl","","1821","1821","","","0","","0","rec1287","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12566/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12566/full/full/0/default.jpg","http://localhost:4000/items/rec1287.html"
"1300","4496","NY","Goshen","Goshen Library Assoc.","Socl","","1859","1859","","","0","","0","rec1290","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04496/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04496/full/full/0/default.jpg","http://localhost:4000/items/rec1290.html"
"1313","4540","NY","Mineola","Mineola Library","Socl","","1859","1859","","","0","","0","rec1303","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04540/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04540/full/full/0/default.jpg","http://localhost:4000/items/rec1303.html"
"1316","95030","NY","New York","Corporation Library of the City of New York","Socl","","1746","1857","","","0","","0","rec1306","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95030/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95030/full/full/0/default.jpg","http://localhost:4000/items/rec1306.html"
"1323","12599","NY","New York","A printer&#39;s Library","Socl","","1853","1853","","","0","","0","rec1313","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12599/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12599/full/full/0/default.jpg","http://localhost:4000/items/rec1313.html"
"1336","4735","NY","Port Chester","Library and Reading Room","Socl","","1858","1884","","","0","","0","rec1326","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04735/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04735/full/full/0/default.jpg","http://localhost:4000/items/rec1326.html"
"1337","12611","NY","Rhinebeck","Reading Hall and Circ. Library","Socl","","1858","1858","","","0","","0","rec1327","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12611/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12611/full/full/0/default.jpg","http://localhost:4000/items/rec1327.html"
"1341","95031","NY","Rondout","Rondout Circulating Library Associatin","Socl","","1854","1854","","","0","","0","rec1331","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95031/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95031/full/full/0/default.jpg","http://localhost:4000/items/rec1331.html"
"1343","95032","NY","Rye","Society Library of Rye","Socl","","1866","1866","","","0","","0","rec1333","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95032/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95032/full/full/0/default.jpg","http://localhost:4000/items/rec1333.html"
"1344","95033","NY","Sag Harbor","Library Company of Sag-Harbor","Socl","","1806","1806","","","0","","0","rec1334","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95033/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95033/full/full/0/default.jpg","http://localhost:4000/items/rec1334.html"
"1360","4824","NY","Utica","Amicable Library Assoc.","Socl","","1858","1858","","","0","","0","rec1350","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04824/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04824/full/full/0/default.jpg","http://localhost:4000/items/rec1350.html"
"1369","12619","NY","Westchester","Westchester Library Assoc.","Socl","","1873","1873","","","0","","0","rec1358","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12619/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12619/full/full/0/default.jpg","http://localhost:4000/items/rec1358.html"
"1370","4858","NY","Yorkville","Yorkville Library Assoc.","Socl","","1858","","","","0","","0","rec1359","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04858/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04858/full/full/0/default.jpg","http://localhost:4000/items/rec1359.html"
"1371","12457","NJ","Amwell","Cesarean Amwell Library Co.","Socl","","1800","1805","","","0","","0","rec1360","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12457/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12457/full/full/0/default.jpg","http://localhost:4000/items/rec1360.html"
"1373","12458","NJ","Arneytown","Arneytown Library Company","Socl","","1789","1789","","","0","","0","rec1362","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12458/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12458/full/full/0/default.jpg","http://localhost:4000/items/rec1362.html"
"1380","4177","NJ","Bridgeton","Bridgeton Library","Socl","","1858","1858","","","0","","0","rec1369","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04177/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04177/full/full/0/default.jpg","http://localhost:4000/items/rec1369.html"
"1383","4183","NJ","Camden","Franklin Library","Socl","","1858","1858","","","0","","0","rec1372","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04183/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04183/full/full/0/default.jpg","http://localhost:4000/items/rec1372.html"
"1388","12469","NJ","Camden","Camden Library Co.","Socl","","1832","1832","","","0","","0","rec1377","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12469/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12469/full/full/0/default.jpg","http://localhost:4000/items/rec1377.html"
"1389","12478","NJ","Evesham","Evesham Library Co.","Socl","","","","","","0","","0","rec1378","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12478/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12478/full/full/0/default.jpg","http://localhost:4000/items/rec1378.html"
"1398","4197","NJ","Hackensack","Library Assoc.","Socl","","1858","1859","","","0","","0","rec1386","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04197/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04197/full/full/0/default.jpg","http://localhost:4000/items/rec1386.html"
"1399","4198","NJ","Hamilton Square","Hamilton Library","Socl","","1858","1858","","","0","","0","rec1387","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04198/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04198/full/full/0/default.jpg","http://localhost:4000/items/rec1387.html"
"1404","12486","NJ","Hopewell","Hopewell Library Co.","Socl","","1804","","1836","","0","","0","rec1392","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12486/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12486/full/full/0/default.jpg","http://localhost:4000/items/rec1392.html"
"1406","95035","NJ","Kingston","Kingston Library Company","Socl","","1812","1812","","","0","","0","rec1394","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95035/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95035/full/full/0/default.jpg","http://localhost:4000/items/rec1394.html"
"1412","12488","NJ","Middlebush","Middlebush Library Co.","Socl","","1821","1821","","","0","","0","rec1400","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12488/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12488/full/full/0/default.jpg","http://localhost:4000/items/rec1400.html"
"1425","12498","NJ","New Brunswick","New Brunswick Library","Socl","","1765","1792","","","0","","0","rec1412","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12498/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12498/full/full/0/default.jpg","http://localhost:4000/items/rec1412.html"
"1426","4253","NJ","Newton","Newton Library","Socl","","1858","1858","","","0","","0","rec1413","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04253/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04253/full/full/0/default.jpg","http://localhost:4000/items/rec1413.html"
"1428","4242","NJ","Newark","New Ark P.L.","Socl","","1897","1830","","1814","415","1822","1000","rec1415","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04242/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04242/full/full/0/default.jpg","http://localhost:4000/items/rec1415.html"
"1430","12508","NJ","Orange","Orange Library Company","Socl","","1793","1829","","","0","","0","rec1417","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12508/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12508/full/full/0/default.jpg","http://localhost:4000/items/rec1417.html"
"1434","12517","NJ","Paterson","Paterson Library Society.","Socl","","","","","","0","","0","rec1421","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12517/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12517/full/full/0/default.jpg","http://localhost:4000/items/rec1421.html"
"1435","12524","NJ","Pennington","Pennington Library Co.","Socl","","1802","1834","","","0","","0","rec1422","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12524/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12524/full/full/0/default.jpg","http://localhost:4000/items/rec1422.html"
"1439","4263","NJ","Plainfield","Plainfield Library","Socl","","1859","1859","","","0","","0","rec1426","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04263/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04263/full/full/0/default.jpg","http://localhost:4000/items/rec1426.html"
"1446","12536","NJ","Sharptown","Sharptown Library Co.","Socl","","1810","1810","","","0","","0","rec1433","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12536/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12536/full/full/0/default.jpg","http://localhost:4000/items/rec1433.html"
"1447","12537","NJ","Shiloh","Union Library Co.","Socl","","","","","","0","","0","rec1434","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12537/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12537/full/full/0/default.jpg","http://localhost:4000/items/rec1434.html"
"1450","12540","NJ","South Hanover","South Hanover Library","Socl","","1803","1803","","","0","","0","rec1437","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12540/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12540/full/full/0/default.jpg","http://localhost:4000/items/rec1437.html"
"1456","12544","NJ","Trenton","Trenton Circ. Library","Socl","","1868","1868","","","0","","0","rec1443","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12544/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12544/full/full/0/default.jpg","http://localhost:4000/items/rec1443.html"
"1459","4283","NJ","Trenton","Fallsington Library Co.","Socl","","1875","1875","","1875","2000","1875","2000","rec1446","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04283/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04283/full/full/0/default.jpg","http://localhost:4000/items/rec1446.html"
"1469","30930","PA","Bethlehem","Bethlehem Library Co.","Socl","","1832","","1868","1850","1500","1860","2145","rec1456","https://puliiif-staging.princeton.edu/iiif/2/davies%2F30930/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F30930/full/full/0/default.jpg","http://localhost:4000/items/rec1456.html"
"1473","5537","PA","Brookville","Barclay Library","Socl","","1858","1858","","","0","","0","rec1460","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05537/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05537/full/full/0/default.jpg","http://localhost:4000/items/rec1460.html"
"1476","12686","PA","Carlisle","Carlisle Library Co.","Socl","","1797","1797","","","0","","0","rec1463","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12686/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12686/full/full/0/default.jpg","http://localhost:4000/items/rec1463.html"
"1485","95036","PA","Concordville","Concord Library Company","Socl","","1846","1846","","","0","","0","rec1472","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95036/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95036/full/full/0/default.jpg","http://localhost:4000/items/rec1472.html"
