PLUS,McMullen,State,Locality,Name,Type,Found_Date,First_Ref,Latest_Ref,Cess_Date,ED_for_Size,Size_at_ED,LD_for_Size,Size_at_LD,objectid,object_thumb,object_location,reference_url
"4632","5854","PA","Philadelphia","Philadelphia Society for Promoting Agriculture","Agri socl","1785","","1867","","1859","400","1867","700","rec4554","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05854/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05854/full/full/0/default.jpg","http://localhost:4000/items/rec4554.html"
"4897","12222","MA","Boston","Boston Bookstore","Comm","1785","1785","","1806","","0","","0","rec4819","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12222/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12222/full/full/0/default.jpg","http://localhost:4000/items/rec4819.html"
"4920","2508","MA","Boston","Either Benjamin Guild or E. Bontelle&#39;s Bookstore Circulating Library","Comm","1785","1787","1806","1792","","0","","0","rec4841","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02508/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02508/full/full/0/default.jpg","http://localhost:4000/items/rec4841.html"
"4926","2520","MA","Boston","William Martin Circulating Library","Comm","1785","","","1787","","0","","0","rec4847","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02520/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02520/full/full/0/default.jpg","http://localhost:4000/items/rec4847.html"
"5223","5812","PA","Philadelphia","German Circulating Library","Comm","1785","","","1786","","0","","0","rec5145","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05812/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05812/full/full/0/default.jpg","http://localhost:4000/items/rec5145.html"
"7220","2756","MA","Franklin","Town Library - Orthodop? Congregational Church","Church","1785","","1790","","1786","116","1786","116","rec7135","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02756/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02756/full/full/0/default.jpg","http://localhost:4000/items/rec7135.html"
"8195","2747","MA","Framingham","Framingham Public Library","Public","1785","","1815","","","0","","0","rec8109","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02747/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02747/full/full/0/default.jpg","http://localhost:4000/items/rec8109.html"
"578","2660","MA","Concord","Library Company","Socl","1786","","","1795","1786","70","1786","70","rec571","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02660/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02660/full/full/0/default.jpg","http://localhost:4000/items/rec571.html"
"694","2910","MA","Medfield","Medfield Social Library","Socl","1786","","1786","","","0","","0","rec687","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02910/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02910/full/full/0/default.jpg","http://localhost:4000/items/rec687.html"
"759","3075","MA","Reading","Reading Social Library","Socl","1786","","1786","","","0","","0","rec751","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03075/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03075/full/full/0/default.jpg","http://localhost:4000/items/rec751.html"
"1305","42072","NY","Hudson","Public Library","Socl","1786","","1786","","","0","","0","rec1295","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42072/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F42072/full/full/0/default.jpg","http://localhost:4000/items/rec1295.html"
"7219","2736","MA","Falmouth","First Congregational Church","Church","1786","","1884","","1875","930","1875","930","rec7134","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02736/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02736/full/full/0/default.jpg","http://localhost:4000/items/rec7134.html"
"7470","234","CA","Santa Barbara","Mission Library - Santa Barbara","Church","1786","","","1854","","0","","0","rec7385","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00234/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00234/full/full/0/default.jpg","http://localhost:4000/items/rec7385.html"
"7929","2141","ME","Gardiner","Town Library","Public","1786","","1786","","","0","","0","rec7843","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02141/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02141/full/full/0/default.jpg","http://localhost:4000/items/rec7843.html"
"1004","349","CT","Chatham","Social Library","Socl","1787","","1815","","","322","1815","322","rec996","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00349/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00349/full/full/0/default.jpg","http://localhost:4000/items/rec996.html"
"1032","383","CT","Durham","Ethosian Society","Socl","1787","","","1793","","0","","0","rec1024","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00383/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00383/full/full/0/default.jpg","http://localhost:4000/items/rec1024.html"
"1202","644","CT","Tolland","Tolland Proprietary Library","Socl","1787","","1807","","1807","100","1807","100","rec1193","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00644/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00644/full/full/0/default.jpg","http://localhost:4000/items/rec1193.html"
"1204","646","CT","Torrington","Public Library of Torrington and Winchester","Socl","1787","","1787","","","0","","0","rec1195","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00646/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00646/full/full/0/default.jpg","http://localhost:4000/items/rec1195.html"
"1237","686","CT","Winchester","Social Library","Socl","1787","","1806","","1806","83","1806","83","rec1227","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00686/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00686/full/full/0/default.jpg","http://localhost:4000/items/rec1227.html"
"1248","702","CT","Woodbridge","Library in Woodbridge","Socl","1787","","1787","","","0","","0","rec1238","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00702/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00702/full/full/0/default.jpg","http://localhost:4000/items/rec1238.html"
"3724","2242","ME","Waldoboro, Warren and Thomaston","Friendly Socity Library","Socl","1787","","","1792","","0","","0","rec3687","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02242/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02242/full/full/0/default.jpg","http://localhost:4000/items/rec3687.html"
"4151","5799","PA","Philadelphia","Grand Lodge of Pennsylvania","Frat","1787","","1884","","1875","1500","1875","1500","rec4076","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05799/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05799/full/full/0/default.jpg","http://localhost:4000/items/rec4076.html"
"6056","5659","PA","Lancaster","Franklin and Marshall College","Coll","1787","","1884","","1850","750","1875","3500","rec5976","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05659/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05659/full/full/0/default.jpg","http://localhost:4000/items/rec5976.html"
"7919","562","CT","Newington","Charity Library","Co theo","1787","","1787","","","0","","0","rec7833","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00562/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00562/full/full/0/default.jpg","http://localhost:4000/items/rec7833.html"
"979","314","CT","Berlin","Kensington Parish Library","Socl","1788","","1788","","","0","","0","rec971","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00314/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00314/full/full/0/default.jpg","http://localhost:4000/items/rec971.html"
"1033","384","CT","Durham","New Library Company","Socl","1788","","1815","","1815","206","1815","206","rec1025","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00384/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00384/full/full/0/default.jpg","http://localhost:4000/items/rec1025.html"
"1571","5942","PA","Quakertown","Richland Library","Socl","1788","","1884","","1875","1274","1875","1274","rec1557","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05942/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05942/full/full/0/default.jpg","http://localhost:4000/items/rec1557.html"
"1623","726","DE","Wilmington","Wilmington Library Company","Socl","1788","","","1858","","0","","0","rec1609","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00726/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00726/full/full/0/default.jpg","http://localhost:4000/items/rec1609.html"
"4011","12717","PA","Pittsburgh","The Mechanical Society","Sci eng socy","1788","","1788","","","0","","0","rec3936","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12717/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12717/full/full/0/default.jpg","http://localhost:4000/items/rec3936.html"
"125","3816","NH","Bedford","Social Library","Socl","1789","","","1848","","0","","0","rec120","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03816/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03816/full/full/0/default.jpg","http://localhost:4000/items/rec120.html"
"801","3182","MA","Stockbridge","Stockbridge Library Society","Socl","1789","","1789","","","0","","0","rec793","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03182/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03182/full/full/0/default.jpg","http://localhost:4000/items/rec793.html"
"864","3307","MA","Woburn","Woburn Social Library","Socl","1789","","","1827","","0","","0","rec856","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03307/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03307/full/full/0/default.jpg","http://localhost:4000/items/rec856.html"
"1010","354","CT","Chester","Social Library","Socl","1789","","1815","","1815","101","1815","101","rec1002","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00354/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00354/full/full/0/default.jpg","http://localhost:4000/items/rec1002.html"
"1044","396","CT","East Windsor","Federal Library","Socl","1789","","1789","","","0","","0","rec1036","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00396/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00396/full/full/0/default.jpg","http://localhost:4000/items/rec1036.html"
"1057","414","CT","Farmington","Northington Public Library","Socl","1789","","","1799","","0","","0","rec1049","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00414/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00414/full/full/0/default.jpg","http://localhost:4000/items/rec1049.html"
"1081","443","CT","Hadlyme","Library in Hadlyme","Socl","1789","","1815","","1815","118","1815","118","rec1073","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00443/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00443/full/full/0/default.jpg","http://localhost:4000/items/rec1073.html"
"1182","619","CT","Somers","Social Library","Socl","1789","","1806","","1806","125","1806","125","rec1173","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00619/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00619/full/full/0/default.jpg","http://localhost:4000/items/rec1173.html"
"1694","4882","NC","Rowan Cty","A circulating Library","Socl","1789","","1789","","","0","","0","rec1679","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04882/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04882/full/full/0/default.jpg","http://localhost:4000/items/rec1679.html"
"4405","5777","PA","Philadelphia","College of Physicians of Philadelphia","Med coll","1789","","1957","","1875","15000","1875","18753","rec4329","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05777/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F05777/full/full/0/default.jpg","http://localhost:4000/items/rec4329.html"
"4410","6228","SC","Charleston","Medical Society of South Carolina","Med socy","1789","","1884","","1849","2450","1875","1800","rec4334","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06228/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06228/full/full/0/default.jpg","http://localhost:4000/items/rec4334.html"
"4976","12292","MA","Salem","John Dabney&#39;s Circulating Library","Comm","1789","","","1819","","0","","0","rec4897","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12292/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12292/full/full/0/default.jpg","http://localhost:4000/items/rec4897.html"
"5049","12754","RI","Providence","Foster, Drown and Company&#39;s Circulating Library","Comm","1789","","1789","","","0","","0","rec4970","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12754/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12754/full/full/0/default.jpg","http://localhost:4000/items/rec4970.html"
"5572","6634","VA","Hampden Sydney","Hampden Sydney College - Union Society","Coll socy","1789","","1884","","1857","3500","1857","3500","rec5493","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06634/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06634/full/full/0/default.jpg","http://localhost:4000/items/rec5493.html"
"5970","738","DC","Georgetown","Georgetown Univeristy Library","Coll","1789","","1875","","1826","9000","1875","28000","rec5891","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00738/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00738/full/full/0/default.jpg","http://localhost:4000/items/rec5891.html"
"7310","12468","NJ","Caldwell","First Presbyterian Society Circulating Library","Church","1789","","1789","","","0","","0","rec7225","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12468/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F12468/full/full/0/default.jpg","http://localhost:4000/items/rec7225.html"
"7534","816","DC","Washington","Department of State","US Gov","1789","","1914","","1820","2400","1875","29000","rec7449","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00816/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00816/full/full/0/default.jpg","http://localhost:4000/items/rec7449.html"
"7535","820","DC","Washington","U.S. Treasury Dept.","US Gov","1789","","1914","","1850","2000","1875","8440","rec7450","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00820/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00820/full/full/0/default.jpg","http://localhost:4000/items/rec7450.html"
"7559","786","DC","Washington","U.S. First Auditions Office","US Gov","1789","","1875","","1875","2000","1875","2000","rec7474","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00786/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00786/full/full/0/default.jpg","http://localhost:4000/items/rec7474.html"
"7563","800","DC","Washington","Library of the House of Representatives","US Gov","1789","","1884","","1850","12000","1875","125000","rec7478","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00800/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00800/full/full/0/default.jpg","http://localhost:4000/items/rec7478.html"
"402","6536","VT","Guilford","Social Library","Socl","1790","","","1818","","0","","0","rec395","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06536/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06536/full/full/0/default.jpg","http://localhost:4000/items/rec395.html"
"422","6577","VT","Poultney","Poultney Library","Socl","1790","","","1841","","0","","0","rec415","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06577/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06577/full/full/0/default.jpg","http://localhost:4000/items/rec415.html"
"588","2684","MA","Dedham","South Parish Social Circulating Library","Socl","1790","","","1800","","0","","0","rec581","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02684/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02684/full/full/0/default.jpg","http://localhost:4000/items/rec581.html"
"596","2692","MA","Deerfield","Social Library","Socl","1790","","1855","","1835","947","1855","1400","rec589","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02692/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02692/full/full/0/default.jpg","http://localhost:4000/items/rec589.html"
"669","2834","MA","Lancaster","Lancaster Library","Socl","1790","","","1800","1790","60","1790","60","rec662","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02834/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02834/full/full/0/default.jpg","http://localhost:4000/items/rec662.html"
"681","2867","MA","Lexington","Social Library","Socl","1790","","","1835","1831","305","1831","305","rec674","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02867/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02867/full/full/0/default.jpg","http://localhost:4000/items/rec674.html"
"683","2872","MA","Longmeadow","Longmeadow Library Society","Socl","1790","","1790","","","0","","0","rec676","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02872/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02872/full/full/0/default.jpg","http://localhost:4000/items/rec676.html"
"743","3028","MA","Oakham","Oakham Social Library","Socl","1790","","1793","","1793","60","1793","60","rec735","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03028/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03028/full/full/0/default.jpg","http://localhost:4000/items/rec735.html"
"763","3079","MA","Richmond","Social Library","Socl","1790","","","1815","1790","300","1790","300","rec755","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03079/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03079/full/full/0/default.jpg","http://localhost:4000/items/rec755.html"
"782","3134","MA","Shirley","Social Library","Socl","1790","","1790","","1790","100","1790","100","rec774","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03134/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03134/full/full/0/default.jpg","http://localhost:4000/items/rec774.html"
"1036","387","CT","East Haddam","Hadlyme Society Library","Socl","1790","","1800","","1790","47","1800","100","rec1028","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00387/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00387/full/full/0/default.jpg","http://localhost:4000/items/rec1028.html"
"1052","408","CT","Fairfield","Social Library","Socl","1790","","","","","0","","0","rec1044","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00408/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00408/full/full/0/default.jpg","http://localhost:4000/items/rec1044.html"
"1059","417","CT","Franklin","Franklin Library","Socl","1790","","1794","","","0","","0","rec1051","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00417/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00417/full/full/0/default.jpg","http://localhost:4000/items/rec1051.html"
"1076","436","CT","Guilford","Library in the First Society","Socl","1790","","","1817","","0","","0","rec1068","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00436/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00436/full/full/0/default.jpg","http://localhost:4000/items/rec1068.html"
"1099","479","CT","Killingworth","Social Library","Socl","1790","","1815","","1815","208","1815","208","rec1091","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00479/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00479/full/full/0/default.jpg","http://localhost:4000/items/rec1091.html"
"1102","487","CT","Lisbon","Social Library","Socl","1790","","1806","","1806","278","1806","278","rec1094","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00487/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00487/full/full/0/default.jpg","http://localhost:4000/items/rec1094.html"
"1114","503","CT","Middlefield","Social Library","Socl","1790","","1790","","","0","","0","rec1106","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00503/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00503/full/full/0/default.jpg","http://localhost:4000/items/rec1106.html"
"1184","622","CT","Southbury","Social Library","Socl","1790","","1790","","","0","","0","rec1175","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00622/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00622/full/full/0/default.jpg","http://localhost:4000/items/rec1175.html"
"1227","674","CT","Weston","North Fairfield Library","Socl","1790","","1790","","","0","","0","rec1218","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00674/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00674/full/full/0/default.jpg","http://localhost:4000/items/rec1218.html"
"1244","694","CT","Windsor","Federal Library","Socl","1790","","1790","","","0","","0","rec1234","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00694/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00694/full/full/0/default.jpg","http://localhost:4000/items/rec1234.html"
"3470","2757","MA","Franklin","Town Library","Gov","1790","","","1856","","0","","0","rec3435","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02757/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02757/full/full/0/default.jpg","http://localhost:4000/items/rec3435.html"
"4315","2884","MA","Lunenburg","Book Club","Book","1790","","1790","","","0","","0","rec4239","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02884/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02884/full/full/0/default.jpg","http://localhost:4000/items/rec4239.html"
"5403","3948","NH","Hanover","Dartmouth College - United Fraternity","Coll socy","1790","","","1904","1850","6500","1858","7818","rec5324","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03948/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03948/full/full/0/default.jpg","http://localhost:4000/items/rec5324.html"
"5404","3945","NH","Hanover","Dartmouth College - Social Friends Library","Coll socy","1790","","","1904","1850","6500","1858","7933","rec5325","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03945/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03945/full/full/0/default.jpg","http://localhost:4000/items/rec5325.html"
"7398","4896","NC","Rowan County","Thyotire Congregation","Church","1790","","1790","","","0","","0","rec7313","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04896/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F04896/full/full/0/default.jpg","http://localhost:4000/items/rec7313.html"
"143","3835","NH","Candia","Social Library","Socl","1791","","1810","","","0","","0","rec138","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03835/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03835/full/full/0/default.jpg","http://localhost:4000/items/rec138.html"
"387","6513","VT","Brookfield","Social Library","Socl","1791","","1846","","1835","800","1835","800","rec380","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06513/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F06513/full/full/0/default.jpg","http://localhost:4000/items/rec380.html"
"555","2457","MA","Bolton","Social Library in Bolton","Socl","1791","","1801","","","0","","0","rec548","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02457/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02457/full/full/0/default.jpg","http://localhost:4000/items/rec548.html"
"664","95007","MA","Ipswich","Ispwich Public Library","Socl","1791","","1836","","","0","","0","rec657","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95007/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F95007/full/full/0/default.jpg","http://localhost:4000/items/rec657.html"
"665","2829","MA","Ipswich","Social Library","Socl","1791","","1791","","","0","","0","rec658","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02829/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F02829/full/full/0/default.jpg","http://localhost:4000/items/rec658.html"
"757","3071","MA","Reading","The Federal Library","Socl","1791","","","1831","1831","273","1831","273","rec749","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03071/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03071/full/full/0/default.jpg","http://localhost:4000/items/rec749.html"
"804","3187","MA","Stow","Social Library","Socl","1791","","1791","","","0","","0","rec796","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03187/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F03187/full/full/0/default.jpg","http://localhost:4000/items/rec796.html"
"981","316","CT","Bethany","Social Library","Socl","1791","","1791","","","0","","0","rec973","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00316/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00316/full/full/0/default.jpg","http://localhost:4000/items/rec973.html"
"1040","392","CT","East Hartford","Union Library","Socl","1791","","1806","","1806","300","1806","300","rec1032","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00392/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00392/full/full/0/default.jpg","http://localhost:4000/items/rec1032.html"
"1046","398","CT","East Windsor","Social Library","Socl","1791","","1791","","","0","","0","rec1038","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00398/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00398/full/full/0/default.jpg","http://localhost:4000/items/rec1038.html"
"1064","423","CT","Goshen","Social Library","Socl","1791","","1807","","1791","90","1807","200","rec1056","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00423/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00423/full/full/0/default.jpg","http://localhost:4000/items/rec1056.html"
"1075","434","CT","Groton","No name","Socl","1791","","1807","","1807","200","1807","200","rec1067","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00434/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00434/full/full/0/default.jpg","http://localhost:4000/items/rec1067.html"
"1156","583","CT","Norwalk","Social Library","Socl","1791","","1805","","1805","120","1805","120","rec1147","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00583/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00583/full/full/0/default.jpg","http://localhost:4000/items/rec1147.html"
"1162","590","CT","Oxford","Social Library","Socl","1791","","1806","","1806","200","1806","200","rec1153","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00590/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00590/full/full/0/default.jpg","http://localhost:4000/items/rec1153.html"
"1185","623","CT","Southbury","Social Library","Socl","1791","","1799","","1799","190","1799","190","rec1176","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00623/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00623/full/full/0/default.jpg","http://localhost:4000/items/rec1176.html"
"1199","639","CT","Suffield","Suffield Library","Socl","1791","","1791","","","0","","0","rec1190","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00639/full/400,/0/default.jpg","https://puliiif-staging.princeton.edu/iiif/2/davies%2F00639/full/full/0/default.jpg","http://localhost:4000/items/rec1190.html"
